id,subject,chapter,topic,question,optionA,optionB,optionC,optionD,answer,explanation
chem_inorg_254,Chemistry,Inorganic Chemistry,D-block,CuSO₄ color?,White,Blue,Green,Red,B,Blue due to d–d transitions Common trap: picking a value close to the correct one without applying the formula.
chem_inorg_255,Chemistry,Inorganic Chemistry,D-block,KMnO₄ color?,Colorless,Purple,Pink,Green,B,Deep purple Common trap: picking a value close to the correct one without applying the formula.
chem_inorg_256,Chemistry,Inorganic Chemistry,D-block,Cr₂O₃ color?,Green,Yellow,Red,Black,A,Chromium oxide green Common trap: picking a value close to the correct one without applying the formula.
chem_inorg_257,Chemistry,Inorganic Chemistry,F-block,Lanthanides oxidation?,+2,+3,+4,All,B,+3 stable Common trap: picking a value close to the correct one without applying the formula.
chem_inorg_258,Chemistry,Inorganic Chemistry,F-block,Actinides?,Radioactive,Stable,Non-metals,Halogens,A,All radioactive Common trap: picking a value close to the correct one without applying the formula.
chem_inorg_259,Chemistry,Inorganic Chemistry,Coordination,[Fe(CN)₆]⁴⁻ oxidation state?,+2,+3,+4,0,A,Fe²⁺ Common trap: picking a value close to the correct one without applying the formula.
chem_inorg_260,Chemistry,Inorganic Chemistry,Coordination,EDTA denticity?,Mono,Tri,Hexa,Penta,C,Hexadentate ligand Common trap: picking a value close to the correct one without applying the formula.
chem_inorg_261,Chemistry,Inorganic Chemistry,Coordination,[Cu(NH₃)₄]²⁺ color?,Blue,Green,Yellow,Red,A,Deep blue Common trap: picking a value close to the correct one without applying the formula.
chem_inorg_262,Chemistry,Inorganic Chemistry,Coordination,Werner’s theory explains?,Valency,Structure,Coordination compounds,Color,C,Coordination chemistry Common trap: picking a value close to the correct one without applying the formula.
chem_inorg_263,Chemistry,Inorganic Chemistry,Coordination,Coordination number of Co in [Co(NH₃)₆]³⁺?,4,5,6,2,C,Six ligands Common trap: picking a value close to the correct one without applying the formula.
chem_inorg_264,Chemistry,Inorganic Chemistry,Metallurgy,Flux used for?,Remove gangue,Add impurities,Increase density,Electrolysis,A,Flux removes gangue Common trap: picking a value close to the correct one without applying the formula.
chem_inorg_265,Chemistry,Inorganic Chemistry,Metallurgy,Bauxite ore of?,Fe,Cu,Al,Pb,C,Aluminium Common trap: picking a value close to the correct one without applying the formula.
chem_inorg_266,Chemistry,Inorganic Chemistry,Metallurgy,Cassiterite ore of?,Sn,Cu,Fe,Mn,A,Tin ore Common trap: picking a value close to the correct one without applying the formula.
chem_inorg_267,Chemistry,Inorganic Chemistry,Metallurgy,Hematite ore of?,Fe,Mn,Al,Cu,A,Iron ore Common trap: picking a value close to the correct one without applying the formula.
chem_inorg_268,Chemistry,Inorganic Chemistry,Metallurgy,Cinnabar ore of?,Zn,Hg,Cu,Fe,B,HgS ore Common trap: picking a value close to the correct one without applying the formula.
chem_inorg_269,Chemistry,Inorganic Chemistry,Metallurgy,Froth flotation for?,Sulphide ores,Oxide ores,Halides,Carbonates,A,Used for sulphides Common trap: picking a value close to the correct one without applying the formula.
chem_inorg_270,Chemistry,Inorganic Chemistry,Metallurgy,Zone refining for?,Al,Si,Ge,Na,C,"Purification of Ge, Si Common trap: picking a value close to the correct one without applying the formula."
bio_cell_201,Biology,Cell Biology,Organelles,Who discovered cell?,Robert Hooke,Darwin,Watson,Crick,A,Hooke observed cork cells Common trap: picking a value close to the correct one without applying the formula.
bio_cell_202,Biology,Cell Biology,Organelles,Prokaryotic cells lack?,DNA,Ribosome,Nucleus,Plasma membrane,C,No true nucleus Common trap: picking a value close to the correct one without applying the formula.
bio_cell_203,Biology,Cell Biology,Organelles,Golgi apparatus function?,Protein synthesis,Lipid breakdown,Packaging & secretion,Energy production,C,Golgi packs and secretes Common trap: picking a value close to the correct one without applying the formula.
bio_cell_204,Biology,Cell Biology,Organelles,Lysosomes called?,Suicidal bag,Powerhouse,Kitchen,Nerve center,A,Digestive enzymes Common trap: picking a value close to the correct one without applying the formula.
bio_cell_205,Biology,Cell Biology,Membrane,Plasma membrane model?,Lock & key,Fluid mosaic,Rigid wall,Random,B,Singer-Nicolson model Common trap: picking a value close to the correct one without applying the formula.
bio_cell_206,Biology,Cell Biology,Membrane,Endocytosis means?,Exit,Entry,Division,Fusion,B,Entry of material Common trap: picking a value close to the correct one without applying the formula.
bio_cell_207,Biology,Cell Biology,Division,Mitosis occurs in?,Gametes,Soma cells,Viruses,None,B,Body cells Common trap: picking a value close to the correct one without applying the formula.
bio_cell_208,Biology,Cell Biology,Division,Meiosis reduces?,Chromosome number,Cell wall,ATP,Proteins,A,Diploid → Haploid Common trap: picking a value close to the correct one without applying the formula.
bio_cell_209,Biology,Cell Biology,Division,Crossing over ensures?,Variation,Cloning,Mutation,No change,A,Genetic diversity Common trap: picking a value close to the correct one without applying the formula.
bio_cell_210,Biology,Cell Biology,Division,Spindle fibers attach at?,Centrosome,Centromere,Plasma,Nucleolus,B,Attach to centromere Common trap: picking a value close to the correct one without applying the formula.
bio_gen_211,Biology,Genetics,DNA,DNA double helix by?,Watson & Crick,Darwin,Mendel,Lamarck,A,Proposed in 1953 Common trap: picking a value close to the correct one without applying the formula.
bio_gen_213,Biology,Genetics,DNA,Purines?,Adenine+Guanine,Cytosine+Thymine,C+G,A+T,A,"A,G are purines Common trap: picking a value close to the correct one without applying the formula."
bio_gen_214,Biology,Genetics,RNA,Types of RNA?,mRNA,tRNA,rRNA,All,D,"3 types: m,t,rRNA Common trap: picking a value close to the correct one without applying the formula."
bio_gen_215,Biology,Genetics,RNA,mRNA carries?,Genetic info,Amino acids,Sugar,ATP,A,Codes for proteins Common trap: picking a value close to the correct one without applying the formula.
bio_gen_216,Biology,Genetics,Translation,Ribosome site?,DNA replication,Protein synthesis,Energy storage,Mutation,B,For translation Common trap: picking a value close to the correct one without applying the formula.
bio_gen_217,Biology,Genetics,Mendel,Monohybrid ratio?,9:3:3:1,3:1,01:02:01,2:1,B,Phenotypic ratio Common trap: picking a value close to the correct one without applying the formula.
bio_gen_218,Biology,Genetics,Mendel,Test cross with?,Dominant,Recessive,Homozygous,Hybrid,B,Always with recessive Common trap: picking a value close to the correct one without applying the formula.
bio_gen_219,Biology,Genetics,Mutation,Frame shift mutation?,Point mutation,Insertion/Deletion,Base change,Silent,B,Insertion/deletion alters frame Common trap: picking a value close to the correct one without applying the formula.
bio_gen_220,Biology,Genetics,Mutation,Sickle cell due to?,DNA deletion,Base substitution,Protein loss,Frameshift,B,Val→Glu substitution Common trap: picking a value close to the correct one without applying the formula.
bio_phy_221,Biology,Human Physiology,Digestive,Pepsin acts on?,Carbohydrates,Proteins,Fats,Nucleic acids,B,Breaks down proteins Common trap: picking a value close to the correct one without applying the formula.
bio_phy_222,Biology,Human Physiology,Digestive,Trypsin secreted by?,Liver,Pancreas,Stomach,Intestine,B,From pancreas Common trap: picking a value close to the correct one without applying the formula.
bio_phy_223,Biology,Human Physiology,Digestive,Lipase digests?,Protein,Fat,Carbohydrate,Cellulose,B,Lipase → fats Common trap: picking a value close to the correct one without applying the formula.
bio_phy_224,Biology,Human Physiology,Circulatory,Normal BP adult?,80/120,120/80,140/100,100/60,B,120/80 mmHg Common trap: picking a value close to the correct one without applying the formula.
bio_phy_225,Biology,Human Physiology,Circulatory,RBC life span?,5 days,20 days,120 days,365 days,C,~120 days Common trap: picking a value close to the correct one without applying the formula.
bio_phy_226,Biology,Human Physiology,Circulatory,WBC function?,Transport O₂,Immunity,Clotting,Nutrients,B,Fight pathogens Common trap: picking a value close to the correct one without applying the formula.
bio_phy_227,Biology,Human Physiology,Respiratory,Gas exchange in?,Bronchi,Alveoli,Larynx,Pharynx,B,In alveoli Common trap: picking a value close to the correct one without applying the formula.
bio_phy_228,Biology,Human Physiology,Respiratory,CO₂ carried as?,CarbaminoHb,Bicarbonate,Plasma dissolved,All,D,Mostly bicarbonate Common trap: picking a value close to the correct one without applying the formula.
bio_phy_229,Biology,Human Physiology,Respiratory,Normal breathing rate?,10,12,16–20,30,C,16–20/min Common trap: picking a value close to the correct one without applying the formula.
bio_phy_230,Biology,Human Physiology,Respiratory,Asthma affects?,Heart,Lungs,Brain,Stomach,B,Respiratory disease Common trap: picking a value close to the correct one without applying the formula.
bio_phy_231,Biology,Human Physiology,Excretion,Kidney filters blood at?,Nephron,Neuron,Glomerulus,Villi,C,Filtration in glomerulus Common trap: picking a value close to the correct one without applying the formula.
bio_phy_232,Biology,Human Physiology,Excretion,Antidiuretic hormone?,ADH,Insulin,Glucagon,Thyroxine,A,ADH regulates water Common trap: picking a value close to the correct one without applying the formula.
bio_phy_233,Biology,Human Physiology,Excretion,Uric acid major in?,Humans,Birds,Fish,Amphibians,B,Birds uricotelic Common trap: picking a value close to the correct one without applying the formula.
bio_phy_234,Biology,Human Physiology,Endocrine,Insulin secreted by?,Adrenal,Pancreas,Thyroid,Pituitary,B,From pancreas β-cells Common trap: picking a value close to the correct one without applying the formula.
bio_phy_235,Biology,Human Physiology,Endocrine,Adrenaline is?,Growth hormone,Stress hormone,Sex hormone,All,B,Emergency hormone Common trap: picking a value close to the correct one without applying the formula.
bio_phy_236,Biology,Human Physiology,Endocrine,Thyroxine needs?,Na,Cl,Iodine,Fe,C,Iodine essential Common trap: picking a value close to the correct one without applying the formula.
bio_phy_237,Biology,Human Physiology,Nervous,Impulse conduction fastest in?,Myelinated,Non-myelinated,Random,Equal,A,Saltatory conduction Common trap: picking a value close to the correct one without applying the formula.
bio_phy_238,Biology,Human Physiology,Nervous,Reflex action mediated by?,Brain,Spinal cord,Nerves,Both,B,Spinal cord reflex Common trap: picking a value close to the correct one without applying the formula.
bio_phy_239,Biology,Human Physiology,Nervous,Synapse gap has?,DNA,RNA,Neurotransmitter,Protein,C,Transmits signal Common trap: picking a value close to the correct one without applying the formula.
bio_phy_240,Biology,Human Physiology,Nervous,Parkinson’s due to lack of?,Serotonin,Dopamine,Adrenaline,Insulin,B,Dopamine deficiency Common trap: picking a value close to the correct one without applying the formula.
bio_plant_241,Biology,Plant Physiology,Photosynthesis,Photosystem II absorbs?,P680,P700,P800,P900,A,PSII = P680 Common trap: picking a value close to the correct one without applying the formula.
bio_plant_242,Biology,Plant Physiology,Photosynthesis,Dark reaction product?,ATP,NADPH,Glucose,O₂,C,Forms glucose Common trap: picking a value close to the correct one without applying the formula.
bio_plant_243,Biology,Plant Physiology,Photosynthesis,C₄ plants adapted to?,Cold,Tropical,Desert,Water,C,C₄ → tropical efficiency Common trap: picking a value close to the correct one without applying the formula.
bio_plant_244,Biology,Plant Physiology,Respiration,Anaerobic respiration gives?,36 ATP,2 ATP,18 ATP,4 ATP,B,Only 2 ATP Common trap: picking a value close to the correct one without applying the formula.
bio_plant_245,Biology,Plant Physiology,Respiration,Krebs cycle in?,Cytoplasm,Chloroplast,Mitochondria,Ribosome,C,Matrix of mitochondria Common trap: picking a value close to the correct one without applying the formula.
bio_plant_246,Biology,Plant Physiology,Transport,Xylem transports?,Food,Water,O₂,CO₂,B,Carries water Common trap: picking a value close to the correct one without applying the formula.
bio_plant_247,Biology,Plant Physiology,Transport,Phloem transports?,Water,Food,Proteins,Salts,B,Sucrose food Common trap: picking a value close to the correct one without applying the formula.
bio_plant_248,Biology,Plant Physiology,Transport,Stomata function?,Respiration,Photosynthesis,Transpiration,All,D,All functions Common trap: picking a value close to the correct one without applying the formula.
bio_plant_249,Biology,Plant Physiology,Hormones,Auxin promotes?,Growth,Senescence,Dormancy,Fruit ripening,A,Cell elongation Common trap: picking a value close to the correct one without applying the formula.
